id_hecho,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO
2019-0104,1,12/21/2019,4:25:00,AVENIDA,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO,AUTO
2019-0105,1,5/5/2019,11:00:00,AVENIDA,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON,AUTO
2020-0001,1,1/4/2020,10:40:00,CALLE,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON,AUTO
2020-0002,1,1/5/2020,20:00:00,AVENIDA,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO
2020-0003,1,1/11/2020,6:00:00,AVENIDA,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON,AUTO
2020-0004,1,1/14/2020,21:40:00,AVENIDA,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON,PASAJEROS
2020-0005,1,1/14/2020,6:00:00,AVENIDA,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO,PASAJEROS
2020-0006,1,1/20/2020,12:55:00,AVENIDA,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO,CARGAS
2020-0007,1,1/27/2020,0:37:00,CALLE,CHILE y LIMA,1,-58.38156850,-34.61648696,PEATON,MOTO
2020-0008,1,1/30/2020,7:10:00,AVENIDA,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO,CARGAS
2020-0009,1,2/4/2020,14:50:00,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON,AUTO
2020-0010,1,2/8/2020,5:45:00,AVENIDA,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO
2020-0011,1,2/12/2020,11:29:00,CALLE,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO,CARGAS
2020-0012,1,2/18/2020,21:00:00,CALLE,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON,MOTO
2020-0013,1,2/20/2020,12:00:00,AVENIDA,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON,MOTO
2020-0014,1,2/27/2020,2:14:00,CALLE,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO,PASAJEROS
2020-0015,1,2/28/2020,14:30:00,AVENIDA,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO,PASAJEROS
2020-0016,1,2/29/2020,13:00:00,AVENIDA,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON,PASAJEROS
2020-0017,1,3/5/2020,23:00:00,AVENIDA,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON,AUTO
2020-0018,1,3/9/2020,14:00:00,AVENIDA,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO
2020-0019,1,3/10/2020,21:00:00,CALLE,CONSTITUCION y CASTRO,5,-58.41972364,-34.62846670,PEATON,AUTO
2020-0020,1,3/13/2020,17:30:00,AVENIDA,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON,MOTO
2020-0021,1,3/14/2020,16:50:00,CALLE,"BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,PEATON,AUTO
2020-0022,1,4/7/2020,6:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO,CARGAS
2020-0023,1,4/9/2020,18:42:00,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO,CARGAS
2020-0024,1,4/24/2020,7:58:00,CALLE,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO,AUTO
2020-0025,1,5/12/2020,5:35:00,AVENIDA,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON,AUTO
2020-0026,1,5/17/2020,6:40:00,AUTOPISTA,"LUGONES, LEOPOLDO AV. KM 6,1",14,.,.,MOTO,OBJETO FIJO
2020-0027,1,5/18/2020,8:00:00,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON,CARGAS
2020-0028,1,5/19/2020,10:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON,PASAJEROS
2020-0029,1,6/10/2020,14:00:00,GRAL PAZ,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON,PASAJEROS
2020-0030,1,6/16/2020,15:00:00,AVENIDA,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MOTO,MULTIPLE
2020-0031,1,6/30/2020,8:00:00,AVENIDA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO,CARGAS
2020-0032,1,7/10/2020,23:00:00,AVENIDA,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO,AUTO
2020-0033,1,7/19/2020,6:25:00,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO
2020-0034,1,8/2/2020,3:20:00,CALLE,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON,AUTO
2020-0035,1,8/4/2020,5:30:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS
2020-0036,1,8/7/2020,18:40:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,PEATON,MOTO
2020-0037,1,8/29/2020,4:30:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,AUTO
2020-0038,2,8/30/2020,4:00:00,AVENIDA,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO
2020-0039,1,9/1/2020,19:17:42,CALLE,MURGUIONDO,9,.,.,PEATON,CARGAS
2020-0040,1,9/12/2020,3:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,AUTO,OBJETO FIJO
2020-0041,1,9/28/2020,1:45:00,AVENIDA,"CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,MOTO,PASAJEROS
2020-0042,1,9/29/2020,17:10:00,AVENIDA,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON,PASAJEROS
2020-0043,1,9/30/2020,17:20:00,AVENIDA,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON,PASAJEROS
2020-0044,1,10/5/2020,0:20:00,AVENIDA,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO,AUTO
2020-0045,1,10/19/2020,3:00:00,GRAL PAZ,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,CARGAS
2020-0046,1,10/27/2020,21:00:00,AVENIDA,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO,MOTO
2020-0047,1,10/27/2020,14:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON,CARGAS
2020-0048,1,10/29/2020,20:20:00,AVENIDA,DORREGO AV. 614,15,-58.44958780,-34.59322448,MOTO,OBJETO FIJO
2020-0049,1,10/30/2020,20:00:00,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON,AUTO
2020-0050,1,11/1/2020,22:00:00,AVENIDA,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,MOTO
2020-0051,1,11/5/2020,0:40:00,AVENIDA,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO,AUTO
2020-0052,1,11/7/2020,6:50:00,AVENIDA,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA,CARGAS
2020-0053,1,11/9/2020,3:30:00,AVENIDA,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO,AUTO
2020-0054,1,11/19/2020,9:00:00,CALLE,INCLAN y ALBERTI,4,-58.39956546,-34.62977080,BICICLETA,AUTO
2020-0055,1,11/19/2020,12:30:00,AVENIDA,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,PEATON,CARGAS
2020-0056,1,11/21/2020,13:00:00,GRAL PAZ,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO,CARGAS
2020-0057,1,11/23/2020,7:45:00,AVENIDA,"NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON,AUTO
2020-0058,1,11/24/2020,16:00:00,AVENIDA,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON,AUTO
2020-0059,1,12/1/2020,6:35:00,CALLE,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON,PASAJEROS
2020-0060,1,12/3/2020,20:30:00,AVENIDA,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON,MOTO
2020-0061,1,12/3/2020,14:40:00,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO,CARGAS
2020-0062,1,12/4/2020,17:19:00,CALLE,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS
2020-0063,2,12/5/2020,7:10:00,CALLE,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO
2020-0065,1,12/5/2020,16:00:00,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,AUTO
2020-0066,1,12/7/2020,4:30:00,AUTOPISTA,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO
2020-0067,1,12/11/2020,22:00:00,AVENIDA,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
2020-0068,1,12/12/2020,20:30:00,AVENIDA,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO,AUTO
2020-0069,1,12/15/2020,5:20:00,AVENIDA,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO,PASAJEROS
2020-0070,1,12/17/2020,15:35:00,AVENIDA,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON,PASAJEROS
2020-0071,1,12/17/2020,23:00:00,AVENIDA,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON,AUTO
2020-0072,1,12/19/2020,3:30:00,AVENIDA,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA,AUTO
2020-0073,1,12/20/2020,7:40:00,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO
2020-0074,1,12/20/2020,21:00:00,AVENIDA,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO,AUTO
2020-0075,1,12/23/2020,14:00:00,AVENIDA,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON,PASAJEROS
2020-0076,1,12/24/2020,12:30:00,AVENIDA,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO,PASAJEROS
2020-0077,2,12/25/2020,6:40:00,AVENIDA,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO
2020-0078,1,12/25/2020,5:50:00,CALLE,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS
2020-0079,1,12/27/2020,4:15:00,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO
2021-0001,1,1/6/2021,18:00:00,AUTOPISTA,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO,AUTO
2021-0002,1,1/7/2021,10:20:00,AVENIDA,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO,CARGAS
2021-0003,1,1/10/2021,7:40:00,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO
2021-0004,1,1/11/2021,9:12:18,AVENIDA,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON,CARGAS
2021-0005,1,1/11/2021,21:30:00,AVENIDA,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON,AUTO
2021-0006,1,1/12/2021,21:00:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO,CARGAS
2021-0007,1,1/18/2021,10:00:00,AVENIDA,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO,MOTO
2021-0008,1,1/22/2021,23:30:00,AVENIDA,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PASAJEROS
2021-0009,1,1/23/2021,5:30:00,AVENIDA,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO
2021-0010,1,1/23/2021,8:00:00,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,AUTO
2021-0011,1,1/27/2021,1:04:26,AVENIDA,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON,AUTO
2021-0012,1,1/29/2021,20:07:22,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON,AUTO
2021-0013,1,1/31/2021,6:10:00,AVENIDA,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO
2021-0014,1,2/2/2021,0:50:00,AVENIDA,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON,AUTO
2021-0015,1,2/6/2021,3:05:00,AVENIDA,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.59724990,MOTO,OBJETO FIJO
2021-0016,1,2/14/2021,5:50:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO
2021-0017,1,2/17/2021,4:10:00,AVENIDA,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO,PASAJEROS
2021-0018,1,2/20/2021,19:00:00,CALLE,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON,AUTO
2021-0019,1,2/21/2021,1:20:00,AVENIDA,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO
2021-0020,1,2/21/2021,15:00:00,CALLE,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON,CARGAS
2021-0021,1,2/26/2021,5:30:00,CALLE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO
2021-0022,1,2/28/2021,12:00:00,AVENIDA,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS,AUTO
2021-0023,1,3/1/2021,9:20:00,AUTOPISTA,"AU BUENOS AIRES LA PLATA  KM 4,5",4,.,.,MOTO,CARGAS
2021-0024,1,3/3/2021,16:30:00,AVENIDA,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA,CARGAS
2021-0025,1,3/11/2021,3:45:00,GRAL PAZ,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO,OTRO
2021-0026,1,3/15/2021,2:35:00,AUTOPISTA,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO
2021-0027,1,3/16/2021,15:30:00,GRAL PAZ,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO,CARGAS
2021-0028,1,3/29/2021,17:20:00,AVENIDA,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON,PASAJEROS
2021-0029,1,3/31/2021,18:05:00,AVENIDA,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO,AUTO
2021-0030,1,4/3/2021,18:30:00,CALLE,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON,PASAJEROS
2021-0031,1,4/7/2021,10:29:00,AVENIDA,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON,CARGAS
2021-0032,1,4/10/2021,19:55:00,AUTOPISTA,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON,MOTO
2021-0033,1,4/14/2021,17:50:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO
2021-0034,1,4/19/2021,14:40:00,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO,CARGAS
2021-0035,1,5/3/2021,9:20:00,AVENIDA,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO,CARGAS
2021-0036,1,5/9/2021,6:00:00,GRAL PAZ,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO
2021-0037,1,5/11/2021,7:10:00,AVENIDA,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON,PASAJEROS
2021-0038,1,5/14/2021,11:40:00,AVENIDA,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO,CARGAS
2021-0039,1,5/15/2021,12:09:00,AVENIDA,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA,AUTO
2021-0040,1,5/20/2021,5:50:00,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO,AUTO
2021-0041,1,5/20/2021,8:30:00,AVENIDA,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON,PASAJEROS
2021-0042,1,5/21/2021,5:00:00,AVENIDA,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON,PASAJEROS
2021-0043,1,5/22/2021,18:26:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON,AUTO
2021-0044,1,5/25/2021,2:00:00,AVENIDA,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO
2021-0045,1,5/26/2021,17:24:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MULTIPLE
2021-0046,1,5/31/2021,2:00:00,AVENIDA,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO
2021-0047,1,6/2/2021,16:00:00,AVENIDA,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO,AUTO
2021-0048,1,6/3/2021,9:58:00,AVENIDA,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA,AUTO
2021-0049,1,6/3/2021,20:30:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO,AUTO
2021-0050,1,6/10/2021,13:30:00,AVENIDA,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO,PASAJEROS
2021-0051,1,6/15/2021,19:20:00,AVENIDA,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS
2021-0052,1,6/20/2021,5:40:00,GRAL PAZ,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO
2021-0053,1,6/20/2021,12:00:00,AVENIDA,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON,BICICLETA
2021-0054,1,6/22/2021,14:44:00,CALLE,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO,CARGAS
2021-0055,1,6/29/2021,12:20:00,AVENIDA,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO,CARGAS
2021-0056,1,7/9/2021,23:25:00,AVENIDA,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA,AUTO
2021-0057,1,7/10/2021,23:30:00,AUTOPISTA,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO
2021-0058,1,7/21/2021,0:40:00,GRAL PAZ,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON,AUTO
2021-0059,1,7/22/2021,1:20:00,AVENIDA,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO,OBJETO FIJO
2021-0060,1,7/22/2021,12:30:00,AVENIDA,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON,PASAJEROS
2021-0061,1,7/24/2021,9:15:00,AVENIDA,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS
2021-0062,1,7/27/2021,7:16:00,AVENIDA,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO,CARGAS
2021-0063,1,8/2/2021,4:40:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO,AUTO
2021-0064,1,8/2/2021,20:00:00,GRAL PAZ,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON,CARGAS
2021-0065,1,8/6/2021,8:30:00,AVENIDA,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON,PASAJEROS
2021-0066,1,8/6/2021,20:00:00,AVENIDA,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON,PASAJEROS
2021-0067,1,8/8/2021,9:29:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO
2021-0068,1,8/15/2021,6:10:00,AVENIDA,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO
2021-0069,1,8/20/2021,17:15:00,AVENIDA,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON,AUTO
2021-0070,1,8/28/2021,8:30:00,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO,CARGAS
2021-0071,1,8/31/2021,16:00:00,CALLE,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON,MOTO
2021-0072,1,9/1/2021,19:10:00,AVENIDA,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON,AUTO
2021-0073,1,9/18/2021,12:20:00,AVENIDA,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA,AUTO
2021-0074,1,9/20/2021,15:00:00,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,MULTIPLE
2021-0075,1,9/21/2021,14:30:00,CALLE,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON,CARGAS
2021-0076,1,10/16/2021,6:15:00,AVENIDA,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO
2021-0077,1,10/18/2021,7:20:00,AVENIDA,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO,CARGAS
2021-0078,1,10/23/2021,6:35:00,AVENIDA,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO,PASAJEROS
2021-0079,1,10/25/2021,3:30:00,CALLE,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON,AUTO
2021-0080,1,10/28/2021,16:16:00,AVENIDA,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO,AUTO
2021-0081,1,11/2/2021,13:35:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO,CARGAS
2021-0082,1,11/6/2021,4:39:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO,AUTO
2021-0083,1,11/9/2021,0:35:00,AVENIDA,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO,AUTO
2021-0084,1,11/11/2021,3:00:00,AVENIDA,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO
2021-0085,1,11/20/2021,18:30:00,GRAL PAZ,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO
2021-0086,1,11/25/2021,10:10:00,AVENIDA,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON,PASAJEROS
2021-0087,1,11/27/2021,11:22:00,CALLE,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON,BICICLETA
2021-0088,1,12/1/2021,15:40:00,CALLE,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO,AUTO
2021-0089,1,12/2/2021,1:10:00,AVENIDA,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO,AUTO
2021-0090,1,12/10/2021,11:45:00,AVENIDA,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON,PASAJEROS
2021-0091,1,12/11/2021,23:00:00,CALLE,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO,AUTO
2021-0092,1,12/12/2021,6:20:00,AVENIDA,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON,AUTO
2021-0093,1,12/13/2021,17:10:00,AVENIDA,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO,AUTO
2021-0094,1,12/20/2021,1:10:00,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO,AUTO
