,id,start_date,end_date,created_on,latitud,longitud,place_l2,place_l3,place_l4,place_l5,place_l6,operation,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_currency,property_title
267183,7xdgr1KWFnT24u4dlDkgSw==,2021-09-02,2021-09-17,2021-09-02,-34.637022,-58.4264163,Capital Federal,Parque Chacabuco,,,,Venta,PH,3.0,2.0,86.0,58.0,68000.0,USD,PH 3 Ambientes c/Terraza y Quincho
306388,IMXPYUkx+Nc9ySiqZVr1YQ==,2021-03-04,2021-06-05,2021-03-04,-34.551866837,-58.4423570344,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,138.0,127.0,597000.0,USD,Venta Departamento 4 ambientes balcón aterrazado cochera amenities Belgrano Chico
13325,uSzr6qpzQ6tmIUCGqarCIA==,2021-03-01,2021-03-31,2021-03-01,-34.570177,-58.4341589,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,58.0,58.0,180000.0,USD,"VENTA depto 2 amb amplio, luminoso, suite c/ amenities - Baez 600, Las Cañitas"
360168,5VBcWf0WfOQXzjqk+Rnb/A==,2021-06-11,9999-12-31,2021-06-11,-34.5678314,-58.4522354,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,40.0,40.0,120000.0,USD,Departamento - Belgrano
71250,X/pEswIYYAMiMGgS+f06Iw==,2021-01-10,2021-06-30,2021-01-10,-34.5795586,-58.4247911,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,61.0,54.0,152500.0,USD,Venta - Fray Justo Sta. Maria de Oro 2480 5° A
126430,YDAwD6KxYrjv82mLl/h7rQ==,2021-10-05,2022-03-09,2021-10-05,-34.5651729,-58.4652967,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,112.0,103.0,298000.0,USD,Departamento  4 ambientes en VENTA ubicado en Belgrano.R
279184,3fkM8U/EPLWfi2vyLRbKKA==,2021-10-21,2022-01-20,2021-10-21,-34.598541,-58.4232843,Capital Federal,Villa Crespo,,,,Venta,Departamento,3.0,2.0,93.0,60.0,145000.0,USD,Departamento - Villa Crespo
215844,u02C3MCkSvLjd0KinnxGqg==,2021-12-22,2022-01-27,2021-12-22,-34.5601594,-58.4715658,Capital Federal,Coghlan,,,,Venta,PH,5.0,2.0,177.0,93.0,210000.0,USD,PH - Coghlan
353089,aNA64UE7ngeA2ELuKrZ/eg==,2021-06-25,2021-07-04,2021-06-25,-34.5993644,-58.4303776,Capital Federal,Villa Crespo,,,,Venta,Departamento,1.0,,31.0,30.0,65000.0,USD,Venta Monoambiente C/Balcon. Villa Crespo
459790,l5IPprxgjOttFMztWzBpdQ==,2021-01-05,9999-12-31,2021-01-05,-34.587564,-58.398851,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,27.0,27.0,95000.0,USD,Departamento monoambiente en venta en Recoleta
399679,tjANn3eZiy3KVZO7upBI8g==,2021-02-13,2021-03-15,2021-02-13,-34.6640640278,-58.4719848633,Capital Federal,Villa Lugano,,,,Venta,Departamento,2.0,1.0,45.0,45.0,54000.0,USD,VENTA DEPARTAMENTO DOS AMBIENTES VILLA LUGANO
451737,9hMRqmelGh8BvY1EK+6ETw==,2021-12-16,2022-02-09,2021-12-16,-34.6317358,-58.4836777,Capital Federal,Floresta,,,,Venta,Departamento,4.0,3.0,95.0,88.0,164000.0,USD,DEPARTAMENTO VENTA EN FLORESTA 4 AMBIENTES 
167329,guE9yVMN8SLa3O7Aomr4DA==,2021-04-30,2021-05-28,2021-04-30,-34.5970008736,-58.4141975135,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,42.0,39.0,120000.0,USD,"Lindisimo 2 ambientes, luz, sol y balcón!"
219631,GlDHzu3qqCk9qkZSp0JRZA==,2021-10-23,9999-12-31,2021-10-23,-34.6314022,-58.3741414,Capital Federal,Barracas,,,,Venta,Departamento,1.0,1.0,39.0,37.0,95000.0,USD,Departamento monoambiente con balcón luminoso - Barracas
374268,9pZ9aOpPONj1ytQBjVPUyw==,2021-10-13,2022-09-15,2021-10-13,-34.6162018,-58.3975034,Capital Federal,Balvanera,,,,Venta,PH,4.0,3.0,220.0,138.0,215000.0,USD,EXCELENTE PH 4 AMB COCHERA y GRAN PATIO - Balvanera
70861,bX6HSZmOhE029NyCd7UW/Q==,2021-09-23,2022-01-27,2021-09-23,-34.6142508,-58.4928581,Capital Federal,Villa del Parque,,,,Venta,Departamento,3.0,2.0,174.0,80.0,200000.0,USD,Departamento - Villa del Parque
412438,KbVvx+XV9k+nkxesraf6Iw==,2021-09-18,2021-12-02,2021-09-18,-34.6110046,-58.4003214,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,36.0,36.0,72000.0,USD,Oportunidad 2amb impecable piso alto - Balvanera
41951,KtU2iC6bdeGLo3NXpj9dCg==,2021-01-12,2021-06-05,2021-01-12,-34.5775865,-58.4841807,Capital Federal,Villa Urquiza,,,,Venta,Departamento,4.0,3.0,194.0,170.0,770000.0,USD,PISO 4 AMBIENTES  DE CATEGORÍA /COCHERA 
8723,R/HUF1Hmevvd64XYlScmqg==,2021-05-18,2021-05-18,2021-05-18,-34.6199618,-58.5244913,Capital Federal,Villa Real,,,,Venta,Casa,8.0,5.0,570.0,330.0,650000.0,USD,"CASA 8 AMB. EN VILLA REAL, JARDÍN, PILETA, COCHERA"
186486,MCjHSWY+qlsGhgzPDmvKlA==,2021-08-07,2021-08-08,2021-08-07,-34.5908591593,-58.5041069984,Capital Federal,Villa Pueyrredón,,,,Venta,Departamento,4.0,3.0,68.0,57.0,137000.0,USD,VILLA PUEYRREDON DEPARTAMENTO DE 3 DORMITORIOS
267481,GsMafsuIG9pj1Nav5cn5Tg==,2021-07-09,2021-07-14,2021-07-09,-34.5549932,-58.4451751,Capital Federal,Belgrano,,,,Venta,Casa,8.0,6.0,560.0,236.0,790000.0,USD,IMPONENTE PROPIEDAD EN EL BAJO DE BELGRANO TOTAL 560m2 CON 236m2 CUBIERTOS
31160,VJ3a0tK3A014QaCMMRq/iA==,2021-03-29,2021-04-15,2021-03-29,-34.5879242,-58.4400358,Capital Federal,Palermo,Palermo Hollywood,,,Venta,Departamento,2.0,1.0,52.0,46.0,135000.0,USD,Departamento - Palermo Hollywood
19867,OD9WundFKDHyOPYmmfuteA==,2021-01-27,2021-08-26,2021-01-27,-34.6170202,-58.445704,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,73.0,64.0,250000.0,USD,Excelente 3 ambientes a estrenar edificio de categoria PAVILLON
388492,CJHkcv0dopitMpdu5hqJNA==,2021-10-12,2021-10-20,2021-10-12,-34.5767418364,-58.4220397122,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,89.0,79.0,290000.0,USD,3 Amb. en Palermo c/COCHERA. Sup. 89m2
301212,/MNEruoihGzhMaUMEfP6TQ==,2021-08-10,2021-11-03,2021-08-10,-34.6809272,-58.4758276,Capital Federal,Villa Lugano,,,,Venta,PH,3.0,2.0,132.0,14.0,180000.0,USD,VENTA DE TRIPLEX EN VILLA LUGANO
293547,IpEAzuqjqIzN5LK2SsnrMw==,2021-02-23,2021-03-03,2021-02-23,-34.5885997,-58.3875433,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,121.0,112.0,580000.0,USD,Departamento - Recoleta
48322,wwboliacTVru8Tu5L/fMng==,2021-08-15,2021-09-24,2021-08-15,-34.5718274,-58.4561838,Capital Federal,Colegiales,,,,Venta,PH,2.0,1.0,60.0,55.0,125000.0,USD,"PH 2 1/2 ambientes con estudio - apto prof - sin expensas - 60m2, Colegiales."
34634,Bzc6Mm8l6eHtYsVajQ/0nA==,2021-02-08,2021-06-08,2021-02-08,-34.6160055,-58.4499542,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,40.0,,65000.0,USD,venta - 2 amb reciclado - Caballito
25769,1dKAo/GridzLiO127C/XbQ==,2021-06-24,2022-03-29,2021-06-24,-34.6157554,-58.4167651,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,65.0,60.0,85000.0,USD,"ALMAGRO,/3amb.excelente estado y ubicacion"
196594,rmj+nq+re28RWALAg8TZZw==,2021-07-26,2021-10-30,2021-07-26,-34.5958444,-58.402957,Capital Federal,Barrio Norte,,,,Venta,Departamento,1.0,,32.0,32.0,120000.0,USD,Departamento - Barrio Norte
147836,TEnArRZTwCxP9iUaoEkapQ==,2021-08-19,2021-09-02,2021-08-19,-34.6094585,-58.3841546,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,1.0,23.0,23.0,43000.0,USD,MONOAMBIENTE  - VENTA MONSERRAT -OPORTUNIDAD
107289,30aROENDvGQBEygqPUbeYw==,2021-03-11,2021-06-05,2021-03-11,-34.5842143395,-58.3988231518,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,162.0,146.0,675000.0,USD,Espectacular vista! Planta renovada
66460,9axmxUnrH27c/pqVHjxzJA==,2021-11-24,2022-01-27,2021-11-24,-34.617869,-58.422687,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,57.0,50.0,125000.0,USD,"Venezuela 4100, Departamento 3 Ambn C/Balcón, Reciclado a Nuevo,  Almagro"
3842,LpbnQf1S3TGmhXeyI98+NA==,2021-02-20,2021-03-01,2021-02-20,-34.5961142,-58.4019701,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,33.0,33.0,69900.0,USD,"Monoambiente dividido, Recoleta"
438992,30HU9U/4YybfhonmllsQVQ==,2021-04-23,2021-06-05,2021-04-23,-34.59881,-58.3957363,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,43.0,39.0,140200.0,USD,Departamento - Recoleta
160205,Ioyr4g79R2RFgWHXAuRtsQ==,2021-07-14,2021-08-19,2021-07-14,-34.5902503,-58.4467878,Capital Federal,Chacarita,,,,Venta,Departamento,1.0,,21.0,21.0,40900.0,USD,Venta monoambiente en Chacarita con gran ventanal
355601,Kd+b36hKrBSC9rA3vhdfYQ==,2021-03-31,2021-04-05,2021-03-31,-34.558549,-58.463706,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,1.0,36.0,34.0,100000.0,USD,VENTA MONOAMBIENTE. AL FRENTE C/COCHERA
80511,MjbipsptMVN07t6NTYry6w==,2021-08-17,2021-09-22,2021-08-17,-34.5786632,-58.4650706,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,82.0,48.0,125000.0,USD,Espectacular PH reciclado a nuevo con terraza propia · Cero expensas!
350080,eCdHt8abCGRuNWbjU+sMEg==,2021-04-16,2021-06-05,2021-04-16,-34.617285,-58.427836,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,73.0,67.0,155000.0,USD,Venta. Departamento.3 ambientes. 2 baños. Caballito
138961,9X5zQmUkKdmWXWS0vHOsgA==,2021-07-15,9999-12-31,2021-07-15,-34.631574,-58.4164664,Capital Federal,Boedo,,,,Venta,Departamento,1.0,,40.0,40.0,85000.0,USD,Departamento - Boedo
236975,tHkOPnfgrLNJkLi2eRy5yw==,2021-01-20,2021-03-18,2021-01-20,-34.6184056,-58.3795597,Capital Federal,San Cristobal,,,,Venta,PH,3.0,1.0,80.0,80.0,115000.0,USD,Venta Ph 3 ambientes San Cristobal Permuto Financio
133130,liRFxtuobdHG3qLg0gaxZg==,2021-02-18,2021-03-08,2021-02-18,-34.6358124,-58.4692136,Capital Federal,Flores,,,,Venta,Departamento,1.0,,33.0,28.0,70000.0,USD,Departamento - Flores
100902,m5PMh4YXMwqjETPXYHb7nw==,2021-04-07,2021-04-27,2021-04-07,-34.568635,-58.446677,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,37.0,35.0,100000.0,USD,DEPARTAMENTO 2 AMB PISO 22 EXCELENTE UBICACIÓN
168109,B/yKV+v43BHNTS/RYj+FCQ==,2021-04-30,2021-11-22,2021-04-30,-34.6168954,-58.4414313,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,44.0,37.0,136000.0,USD,2 Ambientes a estrenar en Caballito
357560,0gfW/n/qkKkJkOF3cUQskw==,2021-06-29,2021-07-04,2021-06-29,-34.6131124,-58.454561,Capital Federal,Caballito,,,,Venta,Casa,7.0,5.0,271.0,221.0,218000.0,USD,CASA 7 AMB VENTA CABALLITO A REFACCIONAR 
263228,69a1eBeCjjcoH44+jamXTA==,2021-02-26,9999-12-31,2021-02-26,-34.6680208,-58.5045432,Capital Federal,Mataderos,,,,Venta,Casa,1.0,,200.0,,220000.0,USD,Casa venta
34735,xAUHtHCXCJQvLkyc+ieU2g==,2021-02-08,2021-03-07,2021-02-08,-34.616787,-58.38594,Capital Federal,Monserrat,,,,Venta,Departamento,3.0,2.0,61.0,54.0,112500.0,USD,VENTA 3 AMBIENTES LUMINOSO MONSERRAT
415288,CyRY9RsA884AURuQknirQg==,2021-09-08,2021-09-27,2021-09-08,-34.5676858,-58.4462836,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,380.0,380.0,1450000.0,USD,VENTA Departamento - Belgrano Barrancas Piso alto - 380m2 - 3 dormitorios - 2 cocheras
300973,yUMYKUstuwob3rk/mzAuZg==,2021-08-10,2021-08-11,2021-08-10,-34.6025726,-58.4129443,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,59.0,56.0,145000.0,USD,Dep 3 amb cmodos en Almagro
344852,dQmsEzaRntjBDkMOKVkXXg==,2021-12-02,2022-01-27,2021-12-02,-34.5721594,-58.4331853,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,36.0,33.0,112000.0,USD,Chenaut Gral. Av. 1900
398833,EBVVFsPOyXdmsZwcMW8eAA==,2021-02-13,2021-03-01,2021-02-13,-34.6203801806,-58.4553605318,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,83.0,66.0,225000.0,USD,DEPARTAMENTO venta CABALLITO 3 ambientes 83 metros
99278,rbSyrsBmaI254ACM1zLMTg==,2021-02-19,2022-05-22,2021-02-19,-34.6254301,-58.4289232,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,53.0,52.0,120000.0,USD,Departamento 3 ambientes - Caballito
443078,2GN+o3bw+rlfElnCTzey9Q==,2021-05-07,2021-05-20,2021-05-07,-34.5984574443,-58.5093461498,Capital Federal,Villa Devoto,,,,Venta,Departamento,2.0,1.0,52.0,44.0,123000.0,USD,Venta departamento 2 ambientes Plaza Devoto c/coch
186416,NbBvJaI8AQQrwocnYYaeHQ==,2021-08-07,2021-08-08,2021-08-07,-34.6218987767,-58.3988893032,Capital Federal,San Cristobal,,,,Venta,Departamento,1.0,,41.0,35.0,59000.0,USD,OPORTUNIDAD MONOAMBIENTE 41M2 EN CONSTRUCCIÓN  
437764,mKsxU8NWUCZS6PUgSYILxA==,2021-10-27,2021-11-04,2021-10-27,-34.5872293,-58.4206533,Capital Federal,Palermo,Palermo Soho,,,Venta,Departamento,4.0,3.0,118.0,118.0,225000.0,USD,OPORTUNIDAD IMPECABLE  SEMI PISO EN PLENO PALERMO SOHO!!!
438160,mzH1lMHi7l9z9MTU0eMRVg==,2021-10-27,2022-01-04,2021-10-27,-34.6307038,-58.4009014,Capital Federal,Parque Patricios,,,,Venta,Departamento,1.0,,31.0,2700.0,71500.0,USD,"DEPARTAMENTO - PQUE.PATRICIOS, 2 AMBIENTES,  BALCON ATERRAZADO,APTO PROF. AMENITIES"
352487,YLhHNJ3SUguRC8r8nmUxPQ==,2021-06-25,2021-07-03,2021-06-25,-34.5893156,-58.409765,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,58.0,53.0,140000.0,USD,"Venta dpto 2 1/2 amb, altura, vista, zona,apto ."
100001,ki0Bx1ZleNyJWZl502PLRA==,2021-10-30,2022-01-26,2021-10-30,-34.5771081,-58.4573676,Capital Federal,Colegiales,,,,Venta,Departamento,3.0,2.0,78.0,60.0,162000.0,USD,Departamento - Colegiales
399919,kha11bVFjcD+Jbwlad1P4Q==,2021-02-13,2021-03-01,2021-02-13,-34.5671676427,-58.4962534904,Capital Federal,Villa Urquiza,,,,Venta,Departamento,2.0,1.0,52.0,52.0,127000.0,USD,"VENTA DTO/PH , ESTRENAR, 2 AMB, VILLA URQUIZA"
436487,goz1+KqFV6v4e1eRUDdFFw==,2021-08-25,2021-08-27,2021-08-25,-34.5818717,-58.4497357,Capital Federal,Chacarita,,,,Venta,Departamento,3.0,2.0,84.0,60.0,201100.0,USD,3 AMB c/2 baños y balcón Aterrazado. Amenities.
220942,CdHNv+MYJ/TsHBrXGieOuQ==,2021-06-30,2021-08-02,2021-06-30,-34.5900976484,-58.4115300534,Capital Federal,Palermo,Palermo Chico,,,Venta,Departamento,3.0,2.0,85.0,85.0,460000.0,USD,Palermo Torre full Amenities –3 amb – Piscina
297983,XxRqQHtpk/eHiEUkIV/3VQ==,2021-06-12,2021-12-03,2021-06-12,-34.5579005,-58.4561258,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,,31.0,28.0,110000.0,USD,Departamento 1 ambiente en venta - Belgrano
379687,Fz/60DMspLD31PqWr7aL2A==,2021-05-19,2021-05-26,2021-05-19,-34.6091538,-58.3836307,Capital Federal,Congreso,,,,Venta,Departamento,10.0,9.0,240.0,227.0,390000.0,USD,Venta 10 amb - Congreso - Edificio Historico - Remodelado
49853,qUb3TTll7e+On3JsvJ4EwQ==,2021-10-16,2021-11-02,2021-10-16,-34.611826,-58.516024,Capital Federal,Villa Devoto,,,,Venta,Departamento,1.0,1.0,48.0,44.0,99900.0,USD,VENTA DEPARTAMENTO MONOAMBIENTE EN DEVOTO
450148,keFOmeOd/BZutFFb7jgXsw==,2021-12-16,2022-02-09,2021-12-16,-34.5981367,-58.4171548,Capital Federal,Palermo,,,,Venta,Departamento,1.0,1.0,29.0,29.0,65400.0,USD,DEPTO EN VENTA PALERMO CON RENTA EN DOLARES
41908,Lq3hmG/wGoeMsEJ65TSySg==,2021-01-12,2021-06-05,2021-01-12,-34.584596,-58.464357,Capital Federal,Villa Urquiza,,,,Venta,Departamento,1.0,,28.0,28.0,67500.0,USD,ESTUDIO PROFESIONAL
17104,SUL3WKkHK9panU1MsN2MOQ==,2021-06-10,2021-09-24,2021-06-10,-34.5834966,-58.4461723,Capital Federal,Chacarita,,,,Venta,Departamento,1.0,,41.0,36.0,110000.0,USD,Monoambiente en venta en Colegiales Brasilia Smart
325991,tejPv0hzVc6MLr3Pk64xjA==,2021-08-27,2021-09-03,2021-08-27,-34.581397,-58.426499,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,86.0,42.0,190000.0,USD,DPTO. 2 AMB. en Palermo Soho + BALCÓN TERRAZA
361736,3EnMEkALKj7A2ijWu1uqjg==,2021-01-16,2021-04-26,2021-01-16,-34.5960517,-58.4277245,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,,76.0,231375.0,USD,Departamento en Palermo
156386,yHEfxaOLQU00uCTNyb6rxg==,2021-09-26,2022-03-29,2021-09-26,-34.6070174,-58.4163646,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,32.0,32.0,55000.0,USD,2 AMB LUMINOSO 1 CDA PLAZA !!!ALMAGRO
446493,Qa6cYjiok9OQhAoA70o90w==,2021-01-14,9999-12-31,2021-01-14,-34.6167779,-58.385787,Capital Federal,Monserrat,,,,Venta,Departamento,3.0,2.0,100.0,100.0,175000.0,USD,Departamento 3 ambientes. Sup. 100m2. .Precio por m2 . usd 1850.
50468,ll6Mnt5jtTdpQ7YBQSyk4Q==,2021-06-23,2021-08-27,2021-06-23,-34.6053119069,-58.4592175484,Capital Federal,Caballito,,,,Venta,Departamento,1.0,,22.0,22.0,44330.0,USD,Venta POZO/FINANCIACION Altos de Juan B. Justo
459783,qZU25UqQb/RZc+Y59NJD2A==,2021-01-05,2021-04-10,2021-01-05,-34.5982382,-58.4054005,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,72.0,69.0,243000.0,USD,Venta Departamento Semipiso 3 Ambientes con Balcón en Recoleta
130190,rMstxiPwcpnfBE20VBnByg==,2021-09-11,2022-02-09,2021-09-11,-34.6081114,-58.3864224,Capital Federal,San Nicolás,,,,Venta,Departamento,4.0,2.0,125.0,122.0,125000.0,USD, VENTA SEMIPISO – 4 AMB. – 125 M2 - CONGRESO
295627,y91RJUDlByCYoPwiD6mRLg==,2021-07-23,2021-10-01,2021-07-23,-34.5678103,-58.4500966,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,1.0,,29.0,73000.0,USD,Departamento - Belgrano
40550,Fj2oO051O2LU+rnVOSb13Q==,2021-07-19,2022-02-27,2021-07-19,-34.6076726,-58.4046517,Capital Federal,Once,,,,Venta,Departamento,3.0,2.0,,71.0,90000.0,USD,Oportunidad ! Departamento - Once 3 ambientes con dependencia y cochera
72710,LKrdpis+l9mWKDVJuWc5Tg==,2021-05-29,2021-06-05,2021-05-29,-34.583688,-58.469951,Capital Federal,Villa Ortuzar,,,,Venta,Departamento,4.0,3.0,98.0,88.0,147898.0,USD,VENTA DESARROLLO - CUATRO AMBIENTES -VILLA ORTUZAR
204315,1ZefUZHrEwcVbU/rCb4cmA==,2021-05-10,2021-08-26,2021-05-10,-34.5752736,-58.4842812,Capital Federal,Villa Urquiza,,,,Venta,Departamento,4.0,,96.0,96.0,310000.0,USD,Departamento venta
145682,nQ326LH+wVpRO1B443gphA==,2021-08-30,2021-09-12,2021-08-30,,,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,,30.0,60000.0,USD,Departamento - Palermo
35288,XQI6NWWHviXiYSpbmAyDfg==,2021-02-08,2021-07-06,2021-02-08,-34.621685,-58.506468,Capital Federal,Monte Castro,,,,Venta,Casa,6.0,4.0,253.0,222.0,320000.0,USD,Venta Casa en la mejor zona Monte Castro Lote 9x28
265084,KcTpzxVE7nd9Aw1rxIWn4w==,2021-11-19,2021-11-27,2021-11-19,-34.5976123,-58.4193162,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,53.0,49.0,143900.0,USD,Excelente 2 AMBIENTES   S/ AVENIDA   AL CONTRAFRENTE C/ BALCON  todo  IMPECABLE
459423,ZzNvArxUyoZOObwWZWfAhg==,2021-01-05,2021-03-26,2021-01-05,-34.5850783,-58.4267555,Capital Federal,Palermo,Palermo Soho,,,Venta,Departamento,2.0,1.0,60.0,48.0,124000.0,USD,Departamento - Palermo Soho 2 ambientes Patio excelente ubicacion metros subte
271263,6B0U7r4poQKs8CgY+eHlVw==,2021-06-19,2021-07-03,2021-06-19,-34.5852493,-58.4383641,Capital Federal,Palermo,,,,Venta,PH,2.0,1.0,45.0,35.0,125000.0,USD,VENTA PH PALERMO HOLLYWOOD!TERRAZA!! OPORTUNIDAD!
345289,jkTebxHwhNtwetVlo3AJwQ==,2021-01-29,2021-06-05,2021-01-29,-34.631974,-58.4124498,Capital Federal,Boedo,,,,Venta,PH,4.0,3.0,112.0,87.0,199000.0,USD,PH - cuatro ambientes. Boedo. Bajas expensas
427985,sZz6Z1pzXjCT+LPEwr8GkA==,2021-12-16,2022-03-25,2021-12-16,-34.5869215,-58.4022639,Capital Federal,Recoleta,,,,Venta,Departamento,2.0,1.0,39.0,33.0,110000.0,USD,Recoleta 2 ambientes con patio apto profesional
248731,KCQXW5jytTFGM+FqTwMWeQ==,2021-04-29,2021-05-01,2021-04-29,-34.6174425,-58.4793606,Capital Federal,Villa Santa Rita,,,,Venta,PH,4.0,3.0,105.0,93.0,179000.0,USD,PH en Planta Baja de 4 ambientes con terraza!!
398836,xeAElZZgp1R34YfMFD+rCQ==,2021-02-13,2021-03-01,2021-02-13,-34.6284407826,-58.4338760376,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,44.0,44.0,98000.0,USD,Departamento 3 ambientes Caballito
133175,xEr8AF7SvnIwGN9YQH7YMg==,2021-02-18,2021-02-27,2021-02-18,-34.544494,-58.471156,Capital Federal,Nuñez,,,,Venta,Departamento,4.0,3.0,150.0,75.0,230000.0,USD,DEPTO/PH- VTA-NUÑEZ-3 AMB+ DEP.80M+TER.70M C/RENTA
379440,ak3GqT7aXINMZYt62rCmjA==,2021-05-19,2021-05-30,2021-05-19,-34.5910174,-58.4163398,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,36.0,36.0,87000.0,USD,Muy lindo departamento de 2 ambientes en venta a 5 cuadras del Alto Palermo
338001,35D90XZgquCUjYqlTg5NvA==,2021-04-13,2021-04-16,2021-04-13,-34.6431399,-58.4937576,Capital Federal,Villa Luro,,,,Venta,PH,4.0,3.0,89.0,86.0,117000.0,USD,Venta Oportunidad PH al frente 
32065,z1eOt37T+3/amXRJkP614w==,2021-05-17,2021-06-05,2021-05-17,-34.5543838,-58.4581578,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,66.0,60.0,290000.0,USD,A Estrenar - Posesión Inmediata Ugarte y Arcos - 3 AMB c/Coch y Baulera - Fte Plaza Alberti
67899,G7tPT9nlSYJDyC+b8KWPog==,2021-03-27,2021-06-14,2021-03-27,-34.6214658,-58.4655272,Capital Federal,Flores,,,,Venta,PH,3.0,2.0,123.0,81.0,149000.0,USD,VENTA HERMOSO PH 3AMB - PATIO -TERRAZA - FLORES
397773,VTXsZJygTqYSw7ji8C3TEw==,2021-02-13,2021-03-01,2021-02-13,-34.587573491,-58.415132761,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,31.0,30.0,80455.0,USD,MONOAMB. A ESTRENAR. EXCEL UBICACION. OPORTUNIDAD.
242443,uQbyYenedXNJQutzV3hhgQ==,2021-04-01,2021-04-06,2021-04-01,-34.5867808,-58.4510181,Capital Federal,Chacarita,,,,Venta,Departamento,1.0,,40.0,37.0,87000.0,USD,Depto 1 amb a Estrenar en Chacarita
204032,OWWmBjCJ6ituuDe7S8av8Q==,2021-05-10,2021-06-05,2021-05-10,-34.5623844,-58.4444072,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,43.0,,99000.0,USD,Departamento - Belgrano
343621,Pn/deqUaStdePJPs0ozhjg==,2021-08-11,2022-01-27,2021-08-11,-34.5578061,-58.4659863,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,86.0,79.0,155000.0,USD,Departamento 4 Ambientes al Frente en Venta - Belgrano
133960,nEMc17qK02nO81i1olzHvw==,2021-02-18,2021-07-01,2021-02-18,-34.6036353,-58.4662788,Capital Federal,Villa General Mitre,,,,Venta,Departamento,2.0,1.0,50.0,45.0,115000.0,USD,VENTA 2 AMB CON BALCON CORRIDO EN V. GRAL. MITRE
332871,pYyCfpDpoRLKEOfUQEk3nA==,2021-09-17,2022-02-10,2021-09-17,-34.624894,-58.5172331,Capital Federal,Versalles,,,,Venta,Casa,3.0,2.0,80.0,66.0,109000.0,USD,3 amb en 2 plantas con Quincho y Terraza  / Versalles
16724,YSRkNVwbUyRiHKefdNd6mw==,2021-06-10,9999-12-31,2021-06-10,-34.6038416,-58.4264838,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,83.0,68.0,180000.0,USD,Muy buen 3 amb al frente con dep. / escritorio o tercer dormitorio.- Almagro
299470,PNbMiOBg6RIqyrvjqVjjog==,2021-01-18,2021-09-02,2021-01-18,-34.5725396,-58.476798,Capital Federal,Villa Urquiza,,,,Venta,Casa,4.0,3.0,183.0,183.0,435000.0,USD,Casa en venta en Villa Urquiza
437353,pt5rw1cE/OJL/h5albC38w==,2021-10-27,2021-12-02,2021-10-27,-34.5731035,-58.4482953,Capital Federal,Colegiales,,,,Venta,Casa,6.0,5.0,420.0,250.0,690000.0,USD,Casa - Colegiales
