,id,start_date,end_date,created_on,latitud,longitud,place_l2,place_l3,place_l4,place_l5,place_l6,operation,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_currency,property_title
163102,DrbrT1HoHRV1+Hcin/frSA==,2021-11-28,2022-01-27,2021-11-28,-34.5623535377,-58.4623741482,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,56.0,56.0,135000.0,USD,Depto 3 amb piso alto vista panoramica
3608,kD/BtRCKLDlQLRLFrf0UVg==,2021-02-20,9999-12-31,2021-02-20,-34.5604372,-58.4797382,Capital Federal,Coghlan,,,,Venta,Departamento,3.0,2.0,72.0,72.0,144000.0,USD,Venta -Departamento - Coghlan-3 ambientes-Planta Baja -100% en pesos
259142,t8WGUAGdc7iiTl720yLUIw==,2021-12-13,2022-01-27,2021-12-13,-34.63440323,-58.48770523,Capital Federal,Floresta,,,,Venta,Departamento,1.0,,28.0,25.0,45000.0,USD,"DEPTO: EN P.B., 1AMB, VESTIDOR + PATIO."
111466,tgfmeavs17BO6iYaqEkCnA==,2021-10-19,2022-01-27,2021-10-19,-34.6062436,-58.4607329,Capital Federal,Villa Crespo,,,,Venta,Departamento,3.0,2.0,75.0,65.0,109000.0,USD,Terreno - Villa Crespo
419254,tHpwq/6EBw3ReiUhZ23SeA==,2021-10-14,2021-10-21,2021-10-14,-34.596883,-58.497601,Capital Federal,Villa Devoto,,,,Venta,Departamento,2.0,1.0,48.0,43.0,65000.0,USD,Departamento - Villa Devoto
95263,3wtzXl2kmKciSLS6esyPuw==,2021-09-24,2022-03-09,2021-09-24,,,Capital Federal,Villa Urquiza,,,,Venta,Casa,,3.0,340.0,230.0,390000.0,USD,"// RETASADA // Casa lote propio 4 ambientes   garaje, gran local, Patio y Terraza."
281194,DBWfG1RAoG8YQ5MdR6+fGw==,2021-12-29,2022-06-30,2021-12-29,-34.6142161,-58.3788418,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,,,35.0,68000.0,USD,Edificio de gran categoría
334231,VekCrkgeuJKMHuoj7OM0Tw==,2021-12-28,2022-02-09,2021-12-28,-34.6358826803,-58.4899234772,Capital Federal,Floresta,,,,Venta,Departamento,2.0,1.0,49.0,45.0,92900.0,USD,Venta a Estrenar 2 Amb Floresta / Velez Sarfield
49459,nQ7SblytrG2p/BPAAYfTdw==,2021-10-16,2022-02-09,2021-10-16,-34.5427683,-58.4685296,Capital Federal,Nuñez,,,,Venta,Departamento,1.0,1.0,45.0,35.0,50375.0,USD,Venta 1 ambiente con patio en Lomas de Núñez
438103,qPZHU/z+Pht39rHn5/W9AQ==,2021-10-27,2022-01-04,2021-10-27,-34.5632208,-58.4925477,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,65.0,61.0,185000.0,USD,"DEPARTAMENTO-  VILLA URQUIZA, 3 amb, bcon.parrilla, cochera, baulera,amenities"
361531,njuCrl7GKHcHNqLiGJ0lSA==,2021-01-16,9999-12-31,2021-01-16,-34.5966747,-58.4244545,Capital Federal,Almagro,,,,Venta,PH,6.0,5.0,200.0,180.0,445000.0,USD,Hermosa Propiedad con Techos muy altos y Pisos de Madera Plastificados - Apto profesional
3882,kRIy+kbndeX0odgFsDMGqA==,2021-02-20,2022-05-12,2021-02-20,-34.6208488,-58.4550714,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,60.0,55.0,169000.0,USD,Departamento - Caballito
358938,JRq2c3OYH9/6I4nmSui/QA==,2021-06-29,2021-07-04,2021-06-29,-34.6011454,-58.3792891,Capital Federal,San Nicolás,,,,Venta,Departamento,2.0,1.0,62.0,62.0,125000.0,USD,Departamento 2 Ambientes - San Nicolás - Apto Prof
281164,aU0T8OtQw4MYGLHkF9DQ0Q==,2021-12-29,2022-02-09,2021-12-29,-34.6198861,-58.4307797,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,55.0,41.0,90000.0,USD,Venta Departamento 2 ambientes  con patio
315502,RCkRSWhF25PJsiCQ9CyumA==,2021-01-04,2021-07-26,2021-01-04,-34.6016161,-58.397163,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,,69.0,119900.0,USD,Departamento - Balvanera
32446,ceyiywcnS8gSRT02XgGH8A==,2021-12-04,2021-12-30,2021-12-04,-34.551382094,-58.4527431804,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,44.0,41.0,139000.0,USD,Venta | Departamento 2 ambientes con Cochera | Belgrano
38028,culfsCrkgs0fhQrGGGbfIw==,2021-07-05,2021-07-14,2021-07-05,-34.6054508,-58.4058448,Capital Federal,Once,,,,Venta,Departamento,2.0,1.0,,52.0,58000.0,USD,Departamento - Once
77713,fousxmCEkRWo+IPpDxKEdQ==,2021-12-31,2022-02-09,2021-12-31,-34.6127425,-58.4066471,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,28.0,28.0,47000.0,USD,Venta Depto Once 2 amb Muy Luminoso Exc Ubicación 
426286,li3VQt01Um6JdlK/+w3Kwg==,2021-12-16,2022-03-25,2021-12-16,-34.5671141,-58.4417696,Capital Federal,Palermo,,,,Venta,Casa,7.0,8.0,1000.0,900.0,4000000.0,USD,Venta Palermo 2 casas en un doble lote 4 cocheras
204029,N6bJc70F/YorSRWXoAsXcg==,2021-05-10,2021-06-05,2021-05-10,-34.5653531,-58.4403441,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,171.0,150.0,650000.0,USD,Departamento 3 dormitorios Belgrano
191638,KBlm0BadINYJ3Gv9vstoGw==,2021-11-01,2022-01-27,2021-11-01,-34.5540928,-58.4367528,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,236.0,225.0,1250000.0,USD,Torre Forum-Departamento de 4 ambientes totalmente reciclado  - Belgrano Chico
243857,reeI/IQdrzX5KsvHdD9ADw==,2021-02-11,2021-06-05,2021-02-11,-34.5747691,-58.4924285,Capital Federal,Villa Urquiza,,,,Venta,Casa,4.0,3.0,162.0,,435000.0,USD,Casa - Urquiza R
339901,aSms8GwgeiVeqVQHHDDQ8Q==,2021-06-01,2021-06-13,2021-06-01,-34.6185902,-58.4314868,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,44.0,42.0,69000.0,USD,VENTA 2 AMB - BALCON - 2º por esc. - bajas exp
91827,BV8JqKFMFmWgbxZ5h4K1BA==,2021-08-03,2021-08-08,2021-08-03,-34.6296946,-58.4668472,Capital Federal,Flores,,,,Venta,Departamento,3.0,3.0,68.0,64.0,69900.0,USD, REAL OPORTUNIDAD FLORES  3 AMB C/DEP A RECICLAR 
106785,OfuOrhTj2X0Zq3v1VjyaDg==,2021-03-11,2021-06-05,2021-03-11,-34.5731124,-58.4313595,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,74.0,65.0,180000.0,USD,Departamento - Las Cañitas
12502,DOUGdLBhiNr3/f/oNn5Ppw==,2021-07-06,2021-07-17,2021-07-06,-34.6299,-58.4359,Capital Federal,Caballito,,,,Venta,Departamento,1.0,1.0,27.0,27.0,52200.0,USD,VENTA POZO DEPARTAMENTO 1 AMBIENTE CABALLITO
314628,4J5t/9KvupoHnh2Crkn5mA==,2021-01-06,2021-03-18,2021-01-06,-34.6108958,-58.3800686,Capital Federal,Monserrat,,,,Venta,Departamento,3.0,1.0,55.0,52.0,105000.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES CONVERTIDO EN 2 EN MONSERRAT CENTRO
281049,sE1GYt637/F7fbLoP+McGg==,2021-12-29,2022-01-27,2021-12-29,-34.638745798,-58.483620073,Capital Federal,Floresta,,,,Venta,PH,3.0,2.0,76.0,76.0,119000.0,USD,"PH   CON PATIO, PARRILLA Y 2 BAÑOS. ANT. 15 AÑOS"
3992,EQte0lCAsZYum38ER7ZHOA==,2021-02-20,2021-03-01,2021-02-20,-34.6207731,-58.4046547,Capital Federal,San Cristobal,,,,Venta,Departamento,1.0,1.0,33.0,30.0,65000.0,USD,Venta - Depto - Monoambiente Dividido - Balcón - 
57794,29bE5ziiRPXzHUywTIuY4Q==,2021-04-20,2021-08-29,2021-04-20,-34.634271,-58.476559,Capital Federal,Floresta,,,,Venta,Departamento,1.0,,35.0,32.0,68000.0,USD,Monoambiente con balcón y cochera Floresta.
310060,ZhQNziIYa1zVrVvKI7MAoA==,2021-09-01,2021-09-02,2021-09-01,-34.55676,-58.47928,Capital Federal,Nuñez,,,,Venta,Departamento,3.0,2.0,55.0,55.0,97000.0,USD,Departamento 3 amb. VENTA - Coghlan / Núñez  
32068,4jwFTdGy7N11fF14hLplcw==,2021-05-17,2021-06-05,2021-05-17,-34.5719793751,-58.4469446169,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,10.0,65.0,172216.0,USD,A mts de Cabildo y F Lacroze  - 2 Edificios con Espacios compartidos
285673,bdrrM60CMoUMcEq00+f3Mw==,2021-03-06,2021-03-18,2021-03-06,-34.6087362,-58.4304911,Capital Federal,Almagro,,,,Venta,Departamento,4.0,3.0,90.0,84.0,159000.0,USD,VENTA DE 4 AMB/BALCON AL FRENTE EN ALMAGRO
344994,EphArBUYxhay4i0VVXV86Q==,2021-12-02,9999-12-31,2021-12-02,-34.591229,-58.3913048,Capital Federal,Recoleta,,,,Venta,Departamento,6.0,3.0,419.0,411.0,1200000.0,USD,Piso Antiguo - Recoleta (totalmente reciclado)
13643,OQvsC0cEKJRDn2wXNN8DAg==,2021-03-01,2021-06-05,2021-03-01,,,Capital Federal,Caballito,,,,Venta,Departamento,1.0,,40.0,36.0,142000.0,USD,Hermoso mono ambiente divisible en las torres de caballito nuevo - full amenities - cochera.
327640,rmCOrV/2dBtk8rQepNGEGQ==,2021-12-14,2022-01-27,2021-12-14,-34.5600557,-58.4580155,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,,,27.0,63000.0,USD,Departamento - Belgrano
264495,XzPQrfROG4zthQfUmUeMPA==,2021-02-26,2021-06-05,2021-02-26,,,Capital Federal,Tribunales,,,,Venta,Departamento,2.0,1.0,50.0,48.0,149000.0,USD,VENTA DEPARTAMENTO 2 AMBIENTES. APTO CREDITO
203008,JHikiQl9fyYO5NhcAweGPQ==,2021-07-24,9999-12-31,2021-07-24,-34.5995719,-58.4063838,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,115.0,110.0,179000.0,USD,Departamento - Balvanera
8167,AJzHLqzaTKo6/C+Hh1t2HQ==,2021-05-18,2021-06-18,2021-05-18,-34.5535053,-58.4621229,Capital Federal,Nuñez,,,,Venta,PH,3.0,2.0,93.0,86.0,270000.0,USD,Venta  Excelente PH Nuñez
335033,HQ4jEuJBh1SgD4YB3Y4lQQ==,2021-07-21,2022-02-09,2021-07-21,-34.6204918,-58.3938375,Capital Federal,San Cristobal,,,,Venta,PH,3.0,2.0,103.0,80.0,130000.0,USD,PH 3/4 AMB. C/PATIO Y TERRAZA S/EXP. SAN CRISTOBAL
454363,Olw0vYWGUnR2JipoT/Dorw==,2021-12-16,2022-02-09,2021-12-16,-34.5951769,-58.4078512,Capital Federal,Barrio Norte,,,,Venta,Departamento,1.0,,23.0,23.0,59000.0,USD,"Venta Mono con cocina indep Barrio Norte, luminoso"
24617,CVbSTm2duTEiPTo+V50NXg==,2021-05-03,2021-06-05,2021-05-03,-34.6279615,-58.4559304,Capital Federal,Caballito,,,,Venta,Departamento,1.0,1.0,33.0,30.0,89000.0,USD,Departamento - Caballito
300709,rk5IaIrPkio2MnSSMccgjA==,2021-08-10,2021-09-04,2021-08-10,-34.586424,-58.4060865,Capital Federal,Recoleta,,,,Venta,Departamento,2.0,1.0,35.0,33.0,51000.0,USD,VENTA DEPARTAMENTO DE DOS AMBIENTES EN RECOLETA
182426,7IblpX8c8t633WyKsU6mOA==,2021-08-06,9999-12-31,2021-08-06,-34.5795015,-58.484634,Capital Federal,Villa Urquiza,,,,Venta,Departamento,2.0,1.0,85.0,52.0,210000.0,USD,Departamento - Villa Urquiza
275101,3A5I+55n0HQGMUAr3XzKbg==,2021-09-15,2022-03-25,2021-09-15,-34.6133933,-58.4409235,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,73.0,63.0,220000.0,USD,DEPARTAMENTO 3 AMB VENTA CABALLITO C COCH  
236551,ODaMlmmsEHu4W7DLCATaUw==,2021-01-20,2021-03-08,2021-01-20,-34.5874714,-58.3989883,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,101.0,94.0,265000.0,USD,¡Aireado y Luminoso 4 ambientes en la mejor zona de Recoleta!
45139,KFxbaiJqABu7MX4VOOwkDg==,2021-01-26,2021-04-29,2021-01-26,-34.5719761,-58.4293297,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,70.0,66.0,250000.0,USD,RETASADO! Excelente 2 amb. Amenities. Muy luminoso! c/cochera.
342794,qVq5kIZKa7NENTdayCn/VQ==,2021-08-11,2021-08-12,2021-08-11,,,Capital Federal,Floresta,,,,Venta,Casa,5.0,2.0,,182.0,295000.0,USD,Casa - Flores
77558,ewMWwRZBvCoiSBc+dbtZYQ==,2021-12-31,2022-01-27,2021-12-31,-34.6472222,-58.3705141,Capital Federal,Barracas,,,,Venta,Departamento,2.0,1.0,51.0,45.0,84000.0,USD,Departamento tipo PH 2 ambientes c/patio. SIN EXPENSAS !!
44274,UcC071i/Bq3Axunt4a9CFQ==,2021-11-23,2022-01-27,2021-11-23,-34.6181532,-58.3626151,Capital Federal,Puerto Madero,,,,Venta,Departamento,,,40.0,34.0,500000.0,USD,Departamento - Puerto Madero
20799,UcRk8y2lU4BgWiw1Psqs9g==,2021-03-15,2021-06-05,2021-03-15,-34.5644774,-58.4562135,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,,35.0,31.0,22440.0,USD,ALQUILER 1 AMBIENTE EN BELGRANO AMENITIES OPORTUNIDAD
136221,eBY4wlPkiTijfKhv66SYhQ==,2021-10-06,2022-02-09,2021-10-06,-34.5878904,-58.3964777,Capital Federal,Recoleta,,,,Venta,Departamento,5.0,3.0,135.0,117.0,429900.0,USD,Departamento 4 ambientes en Venta en Recoleta
428690,oDmhChUdXku1yYh2SSmzVw==,2021-12-16,2022-02-09,2021-12-16,-34.6283,-58.437781,Capital Federal,Caballito,,,,Venta,Departamento,5.0,4.0,115.0,115.0,333203.0,USD,Venta Depto 5 Ambientes en pozo Premium Caballito
423421,jAo52FOfcSMNRu9XUD3R7A==,2021-12-15,2022-01-07,2021-12-15,,,Capital Federal,Recoleta,,,,Venta,Departamento,7.0,4.0,279.0,262.0,900000.0,USD,"Levene al 900, reciclado, edif. Racionalista. Espectacular vista a Plaza Francia -"
272825,PUIZy6Xl/uxa4cyXOqqWDg==,2021-02-21,2022-02-17,2021-02-21,-34.6137901,-58.4341467,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,44.0,42.0,95000.0,USD,Campichuelo al 200 - Departamento 2 ambientes - Venta - Caballito
356021,xg5JCXFFei7vaS/5zGMB3A==,2021-11-18,2022-01-16,2021-11-18,-34.5485157,-58.4529387,Capital Federal,Nuñez,,,,Venta,PH,4.0,3.0,175.0,125.0,350000.0,USD,PH - Barrio River en la mejor ubicacion y con gran terraza
257057,NZsasFunlM9qY9KkhUaaJg==,2021-11-03,2022-02-02,2021-11-03,-34.593835,-58.3885831,Capital Federal,Recoleta,,,,Venta,Departamento,6.0,3.0,204.0,191.0,670000.0,USD,1 - Parana  1200
353976,FLgBXmSbJsgDaWJYe9WLWA==,2021-11-04,2021-11-06,2021-11-04,-34.5992906,-58.4253142,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,64.0,,227000.0,USD,Muy bueno y luminoso 3 ambientes con balcón en Almagro!
62210,SI1WI5lTaUMDdWIQVwxZ3w==,2021-05-01,2021-06-05,2021-05-01,-34.590146,-58.400191,Capital Federal,Recoleta,,,,Venta,Departamento,2.0,1.0,60.0,60.0,138000.0,USD,Pueyrredon 1800 2 Amb - Recoleta
399549,bVMdeZNYNI2hGAkw6GtXWg==,2021-02-13,2021-03-18,2021-02-13,-34.6063121,-58.3908438,Capital Federal,San Nicolás,,,,Venta,Departamento,4.0,3.0,96.0,90.0,150000.0,USD,VENTA 4 AMBIENTES EDIFICIO DE ESTILO 
390175,4NkRPAq89lc/gQUYOXlpzA==,2021-05-05,2021-05-06,2021-05-05,-34.6171026,-58.393056,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,96.0,76.0,148000.0,USD,Departamento en venta 3 ambientes con balcon
300257,zTL5Th5aihRZOgMdU11B7g==,2021-08-10,2021-08-12,2021-08-10,-34.5876211,-58.4119133,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,26.0,26.0,63000.0,USD,Monoambiente - Palermo
379830,0+F5a4CyaLGKVgN1l4Kntw==,2021-05-19,2021-07-24,2021-05-19,-34.618044,-58.443262,Capital Federal,Caballito,,,,Venta,Departamento,4.0,3.0,94.0,92.0,200000.0,USD,Venta 4 Amb Estrenar  Amenities Cochera  Caballito
254074,X4XyHpIkuZkRWuT0a9rH+g==,2021-08-20,2021-11-03,2021-08-20,-34.6171483,-58.4632598,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,55.0,50.0,109900.0,USD,2 AMBIENTES A ESTRENAR DE 55 mts con BALCON - BAJA EXPENSA
397423,CffcohAgvKHhlYuVB+DuhA==,2021-02-13,2021-03-01,2021-02-13,-34.5642697828,-58.4799563885,Capital Federal,Coghlan,,,,Venta,Departamento,2.0,1.0,45.0,39.0,100000.0,USD,Departamento 2 ambientes Av. Congreso 4100  
278007,AyS1JJWmKxsVOCRbFIXjlA==,2021-10-21,2021-12-02,2021-10-21,-34.630467,-58.4739662,Capital Federal,Flores,,,,Venta,PH,3.0,2.0,62.0,53.0,109000.0,USD,PH en PB | 3 amb   Patio   Cochera
433652,eIpnJIK2jvc3yeqewVuZ+Q==,2021-05-04,2021-06-02,2021-05-04,-34.6276552,-58.463616,Capital Federal,Flores,,,,Venta,Departamento,3.0,2.0,53.0,51.0,89000.0,USD,Venta 3 Ambientes Flores-Excelente ubicación
139022,l5mIF4RWfp0zWzeGniyhow==,2021-07-15,2021-09-02,2021-07-15,-34.6183509,-58.4752241,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,33.0,33.0,59000.0,USD,Flores Dos Ambientes luminoso u$s 59000 Galicia 2872 5to. piso
33043,X0TRn738KL2WT9+pHN4vpA==,2021-02-08,2021-03-20,2021-02-08,,,Capital Federal,Flores,,,,Venta,Departamento,4.0,3.0,113.0,105.0,240000.0,USD,VENTA DEPARTAMENTO 4 AMBIENTES  FLORES C/COCHERA
2517,BjYwYe+NAK1bninoMpiq/g==,2021-12-17,2022-02-09,2021-12-17,-34.5690264,-58.4497966,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,117.0,104.0,309000.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES BELGRANO C/ COCHERA
59111,7SW/6Ka3LZcH0ddfGL2mwQ==,2021-03-13,2021-03-16,2021-03-13,-34.5460144784,-58.4782505035,Capital Federal,Nuñez,,,,Venta,Departamento,2.0,1.0,64.0,51.0,148000.0,USD,DEPARTAMENTO EN VENTA EN NUÑEZ 2 AMB BCON. TZA
106350,CTxMA1ZS6a4XNtrs8MPVtA==,2021-03-11,2021-04-08,2021-03-11,-34.5462891845,-58.4581999963,Capital Federal,Nuñez,,,,Venta,Departamento,2.0,1.0,46.0,44.0,175000.0,USD,Venta-Departamento -2 ambientes - Nuñez - Cochera opcional (consultar valor)
452197,6H7bqmLnaUQIA06g4dhWJA==,2021-12-16,2022-02-09,2021-12-16,-34.597482,-58.3956204,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,21.0,21.0,45000.0,USD,Vta Recoleta Mono fte divisible a prof piso alto
337795,hajOmxJNavzMleaSg41paA==,2021-04-13,2021-04-25,2021-04-13,-34.6008008,-58.4073938,Capital Federal,Balvanera,,,,Venta,Departamento,1.0,,37.0,30.0,70000.0,USD,Monoambiente con Balcón Terraza  muy luminoso!
239285,snIpFYPvBHWXV7x2pEV1PA==,2021-05-21,2021-06-05,2021-05-21,-34.6323469,-58.5271098,Capital Federal,Versalles,,,,Venta,Casa,3.0,2.0,,156.0,245000.0,USD,Casa - Versalles
440846,/lJ1JFF7VP78olCEiRgKFQ==,2021-07-20,2021-09-06,2021-07-20,-34.630479,-58.4959689,Capital Federal,Floresta,,,,Venta,Departamento,2.0,1.0,50.0,44.0,82000.0,USD,Departamento - Floresta Norte
188433,wMiiFwKCmNWsmj9gEmeRgw==,2021-03-21,2021-06-05,2021-03-21,-34.5805289667,-58.4316568437,Capital Federal,Palermo,,,,Venta,Departamento,4.0,3.0,122.0,122.0,365000.0,USD,Tres ambientes y medio con amenities en Palermo Hollywood
273657,shEVgvfEI1s69Fll9Z9BgQ==,2021-10-25,2022-01-27,2021-10-25,-34.646538,-58.3729601,Capital Federal,Barracas,,,,Venta,Departamento,3.0,2.0,76.0,76.0,127000.0,USD,¡Oportunidad! Excelente depto. 3 ambientes con dependencia - 76 m2. Muy luminoso
188428,ovKudziik47KhW//DSICVw==,2021-03-21,2021-06-05,2021-03-21,-34.5568321,-58.4756511,Capital Federal,Coghlan,,,,Venta,PH,4.0,3.0,141.0,103.0,280000.0,USD,VENTA PH 4 AMBIENTES EN COGHLAN
128807,fjzJuB89LMY96ddw9Xyx0Q==,2021-07-01,2021-07-06,2021-07-01,-34.5987724,-58.4116326,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,71.0,68.0,205000.0,USD,Departamento - Barrio Norte
266132,0ecSCPqYSpNWKkIjuO+h3A==,2021-09-02,2021-09-02,2021-09-02,-34.6025238,-58.4262327,Capital Federal,Almagro,,,,Venta,Departamento,4.0,3.0,79.0,79.0,145000.0,USD,Departamento en Venta 4 Ambientes
268378,CSQx1+wAH66kcqPxb5ym2Q==,2021-07-09,2021-10-07,2021-07-09,-34.5668760943,-58.4814155102,Capital Federal,Villa Urquiza,,,,Venta,Departamento,1.0,,27.0,27.0,57000.0,USD,VENTA. DEPARTAMENTO MONOAMBIENTE EN VILLA URQUIZA
204681,bIHj04sECLRNUJyNvRLEaQ==,2021-12-11,2022-01-22,2021-12-11,-34.6033268,-58.432148,Capital Federal,Almagro,,,,Venta,Departamento,4.0,3.0,123.0,138.0,249000.0,USD,Piso de categoría 138 m2 - 4 amb con cochera
178300,eWZQU/cpkaq1orOyWngnTw==,2021-03-23,2021-06-05,2021-03-23,-34.5825504543,-58.4518851871,Capital Federal,Colegiales,,,,Venta,Departamento,1.0,,43.0,36.0,110000.0,USD,CHARLONE 500 - COLEGIALES - 1 AMB. AL FRENTE C/BCÓN. EN EXCEL. EDIFICIO C/AMENITIES!
317212,glxVWVwcZ4dOJ4ritMZ8Jg==,2021-09-29,2022-02-09,2021-09-29,-34.5966575,-58.4118329,Capital Federal,Barrio Norte,,,,Venta,Departamento,2.0,1.0,61.0,58.0,127000.0,USD,Venta Departamento tipo Loft Barrio Norte
51380,110/DCb/A23VzimW2LamuA==,2021-06-23,2021-07-14,2021-06-23,-34.5957374,-58.4029087,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,2.0,89.0,79.0,235000.0,USD,VENTA O PERMUTA 4 AMBIENTES RECOLETA VISTA ABIERTA
99889,akxfnZXVwL0nlNubP/O8dw==,2021-10-30,2021-12-05,2021-10-30,,,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,57.0,50.0,119000.0,USD,2 ambientes con balcón corrido a estrenar!
154830,21jvr5BKkh07s9c1ROw7UQ==,2021-02-03,2022-07-16,2021-02-03,-34.5913256,-58.392651,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,2.0,150.0,,390000.0,USD,Departamento - Recoleta
260625,weD/qVJ6mEykHeJN9JdE/A==,2021-04-14,2021-05-12,2021-04-14,,,Capital Federal,Belgrano,,,,Venta,Departamento,7.0,4.0,297.0,297.0,890000.0,USD,RETASADO VENTA importante piso ALTO en edificio de categoría con buena vista -
31962,L5WdxzBS+N079QTY2EsXpw==,2021-05-17,2021-05-19,2021-05-17,-34.5796097,-58.4360216,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,39.0,36.0,119900.0,USD,departamento venta palermo 2 ambientes cochera 
202912,HfdYuCNIHZ356RwhF2fIfw==,2021-07-24,9999-12-31,2021-07-24,-34.5606194,-58.4592491,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,1.0,,27.0,69000.0,USD,Departamento Monoambiente 27mts2 - Belgrano C
81938,7m8lGZdPN5SrrrrkoQV6aQ==,2021-03-12,2021-06-05,2021-03-12,-34.5792244,-58.4284602,Capital Federal,Palermo,Palermo Hollywood,,,Venta,Departamento,2.0,1.0,39.0,37.0,160000.0,USD,Departamento - Palermo Hollywood
366207,NvX4yn4Hyv/uvxRtYnRuNw==,2021-04-10,2021-06-05,2021-04-10,-34.5682312,-58.4420367,Capital Federal,Belgrano,,,,Venta,Casa,8.0,5.0,585.0,395.0,1800000.0,USD,Espectacular casona de casi 600 m2 en la mejor zona de Belgrano!!!
197145,+zXgwNjH+904E4XnPivSFg==,2021-07-10,2021-07-16,2021-07-10,-34.5738992,-58.5080804,Capital Federal,Villa Pueyrredón,,,,Venta,Departamento,4.0,3.0,78.0,72.0,119900.0,USD,Venta 4 amb. único en Villa Pueyrredón . SE ACEPTARIA PERMUTA POR PH EN ZONA.
388586,UOqC9UYPS4qW/DCMUfPAmw==,2021-10-12,9999-12-31,2021-10-12,-34.5586116,-58.4541404,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,76.0,55.0,188000.0,USD,VENTA DEPARTAMENTO SEMIPISO DE 3 AMBIENTES EN BELGRANO CHICO
318127,DT68YXHVCyK6KBLL86lFXw==,2021-02-28,2021-03-01,2021-02-28,-34.6008074,-58.3711362,Capital Federal,San Nicolás,,,,Venta,Departamento,2.0,1.0,43.0,39.0,90000.0,USD,Impecable reciclado 2  ambientes en San Nicolás !!
431116,1pZ9cMArpzTiO3+NbMtv5A==,2021-12-16,2022-02-09,2021-12-16,-34.6185984,-58.3608575,Capital Federal,Puerto Madero,,,,Venta,Departamento,2.0,1.0,66.0,62.0,309900.0,USD,COMPLEJO ZENCITY 2 AMBIENTES CON COCHERA EN VENTA
92181,h0F2N5GvPtDJQWzdunLjJA==,2021-08-03,2021-08-08,2021-08-03,-34.5948318,-58.4198205,Capital Federal,Palermo,,,,Venta,Departamento,1.0,1.0,26.0,26.0,64765.0,USD,MONOAMBIENTE EMPRENDIMIENTO PALERMO SOHO
72279,cBOAHkR7MLcmABFf3lILmA==,2021-05-29,2021-06-05,2021-05-29,-34.5624028,-58.4431592,Capital Federal,Palermo,,,,Venta,Departamento,4.0,3.0,160.0,155.0,900000.0,USD,Venta: Torre View Point con increíbles vistas · 4 ambientes con dep · Cochera · Amenties
115091,9UxKmczzvcJUXu6gk8XxGg==,2021-12-07,2022-01-27,2021-12-07,-34.5982582,-58.4104287,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,44.0,28.0,107500.0,USD,DEPARTAMENTO MONOAMBIENTE - RECOLETA 
439685,kqSeR9xIzdIJ5/vk2SZoTg==,2021-07-20,2021-09-08,2021-07-20,-34.5469717,-58.4687244,Capital Federal,Nuñez,,,,Venta,PH,3.0,2.0,100.0,72.0,215000.0,USD,"Espectacular PH en venta. 2 suites, patio con parrilla, excelente zona"
18156,T/RhXqu5PMxhPSRQW8jGpw==,2021-08-28,2021-08-30,2021-08-28,-34.5518065,-58.4535615,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,60.0,58.0,165000.0,USD,Departamento - Belgrano C
